[2024-11-20 16:37:56,977: INFO: main: welcome]
[2024-11-20 18:02:43,564: INFO: common: created directory at: artifacts/data_validation]
[2024-11-20 18:02:43,588: INFO: main: >>>>>> stage Data Validation stage completed <<<<<<

x==========x]
[2024-11-20 19:45:36,501: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-11-20 19:45:36,502: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 19:45:36,503: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 19:45:36,505: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 19:45:36,506: INFO: common: created directory at: artifacts]
[2024-11-20 19:45:36,506: INFO: common: created directory at: artifacts/data_ingestion]
[2024-11-20 19:45:36,507: INFO: data_ingestion: File copied from test/kidney_disease.csv to artifacts/data_ingestion/data.csv]
[2024-11-20 19:45:36,507: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-11-20 19:45:36,507: INFO: main: >>>>>> stage Data Validation stage started <<<<<<]
[2024-11-20 19:45:36,508: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 19:45:36,509: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 19:45:36,511: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 19:45:36,512: INFO: common: created directory at: artifacts]
[2024-11-20 19:45:36,512: INFO: common: created directory at: artifacts/data_validation]
[2024-11-20 19:45:36,534: INFO: main: >>>>>> stage Data Validation stage completed <<<<<<

x==========x]
[2024-11-20 21:22:39,420: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 21:22:39,422: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 21:22:39,425: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 21:22:39,426: INFO: common: created directory at: artifacts]
[2024-11-20 21:23:52,011: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 21:23:52,013: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 21:23:52,015: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 21:23:52,016: INFO: common: created directory at: artifacts]
[2024-11-20 21:23:52,018: INFO: common: created directory at: artifacts/data_cleaning]
[2024-11-20 21:25:14,882: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 21:25:14,883: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 21:25:14,886: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 21:25:14,886: INFO: common: created directory at: artifacts]
[2024-11-20 21:25:14,886: INFO: common: created directory at: artifacts/data_cleaning]
[2024-11-20 21:25:14,914: INFO: 651973931: Cleaning the data]
[2024-11-20 21:25:14,915: INFO: 651973931: (400, 25)]
[2024-11-20 21:26:07,149: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 21:26:07,150: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 21:26:07,153: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 21:26:07,155: INFO: common: created directory at: artifacts]
[2024-11-20 21:26:07,156: INFO: common: created directory at: artifacts/data_cleaning]
[2024-11-20 21:26:07,177: INFO: 651973931: Cleaning the data]
[2024-11-20 21:26:07,178: INFO: 651973931: (400, 25)]
[2024-11-20 21:30:25,669: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-11-20 21:30:25,669: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 21:30:25,669: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 21:30:25,669: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 21:30:25,669: INFO: common: created directory at: artifacts]
[2024-11-20 21:30:25,669: INFO: common: created directory at: artifacts/data_ingestion]
[2024-11-20 21:30:25,669: INFO: data_ingestion: File already exists of size: ~ 47 KB]
[2024-11-20 21:30:25,669: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-11-20 21:30:25,669: INFO: main: >>>>>> stage Data Validation stage started <<<<<<]
[2024-11-20 21:30:25,669: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 21:30:25,669: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 21:30:25,669: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 21:30:25,669: INFO: common: created directory at: artifacts]
[2024-11-20 21:30:25,669: INFO: common: created directory at: artifacts/data_validation]
[2024-11-20 21:30:25,698: INFO: main: >>>>>> stage Data Validation stage completed <<<<<<

x==========x]
[2024-11-20 21:30:25,699: INFO: main: >>>>>> stage Data Cleaning stage started  <<<<<<]
[2024-11-20 21:30:25,702: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 21:30:25,704: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 21:30:25,706: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 21:30:25,707: INFO: common: created directory at: artifacts]
[2024-11-20 21:30:25,707: INFO: common: created directory at: artifacts/data_cleaning]
[2024-11-20 21:30:25,736: INFO: data_cleaning: Cleaning the data]
[2024-11-20 21:30:25,736: INFO: data_cleaning: (400, 25)]
[2024-11-20 21:30:25,737: INFO: main: >>>>>> stage Data Cleaning stage completed <<<<<< 

x==========x]
[2024-11-20 22:05:01,331: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:05:01,333: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:05:01,338: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:05:01,339: INFO: common: created directory at: artifacts]
[2024-11-20 22:05:01,340: INFO: common: created directory at: artifacts/data_transformation]
[2024-11-20 22:05:01,395: INFO: 923752688: Data transformation complete]
[2024-11-20 22:05:01,395: INFO: 923752688: Data shape: (400, 25)]
[2024-11-20 22:05:33,717: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-11-20 22:05:33,718: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:05:33,719: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:05:33,721: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:05:33,721: INFO: common: created directory at: artifacts]
[2024-11-20 22:05:33,722: INFO: common: created directory at: artifacts/data_ingestion]
[2024-11-20 22:05:33,722: INFO: data_ingestion: File already exists of size: ~ 47 KB]
[2024-11-20 22:05:33,722: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-11-20 22:05:33,722: INFO: main: >>>>>> stage Data Validation stage started <<<<<<]
[2024-11-20 22:05:33,723: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:05:33,724: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:05:33,726: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:05:33,727: INFO: common: created directory at: artifacts]
[2024-11-20 22:05:33,727: INFO: common: created directory at: artifacts/data_validation]
[2024-11-20 22:05:33,741: INFO: main: >>>>>> stage Data Validation stage completed <<<<<<

x==========x]
[2024-11-20 22:05:33,742: INFO: main: >>>>>> stage Data Cleaning stage started  <<<<<<]
[2024-11-20 22:05:33,750: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:05:33,752: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:05:33,754: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:05:33,755: INFO: common: created directory at: artifacts]
[2024-11-20 22:05:33,755: INFO: common: created directory at: artifacts/data_cleaning]
[2024-11-20 22:05:33,780: INFO: data_cleaning: Cleaning the data]
[2024-11-20 22:05:33,781: INFO: data_cleaning: (400, 25)]
[2024-11-20 22:05:33,781: INFO: main: >>>>>> stage Data Cleaning stage completed <<<<<< 

x==========x]
[2024-11-20 22:06:31,774: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:06:31,776: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:06:31,779: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:06:31,780: INFO: common: created directory at: artifacts]
[2024-11-20 22:06:31,781: INFO: common: created directory at: artifacts/data_transformation]
[2024-11-20 22:06:31,832: INFO: 923752688: Data transformation complete]
[2024-11-20 22:06:31,833: INFO: 923752688: Data shape: (400, 25)]
[2024-11-20 22:07:14,066: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-11-20 22:07:14,068: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:07:14,069: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:07:14,071: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:07:14,071: INFO: common: created directory at: artifacts]
[2024-11-20 22:07:14,072: INFO: common: created directory at: artifacts/data_ingestion]
[2024-11-20 22:07:14,072: INFO: data_ingestion: File already exists of size: ~ 47 KB]
[2024-11-20 22:07:14,073: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-11-20 22:07:14,073: INFO: main: >>>>>> stage Data Validation stage started <<<<<<]
[2024-11-20 22:07:14,074: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:07:14,075: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:07:14,078: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:07:14,078: INFO: common: created directory at: artifacts]
[2024-11-20 22:07:14,079: INFO: common: created directory at: artifacts/data_validation]
[2024-11-20 22:07:14,092: INFO: main: >>>>>> stage Data Validation stage completed <<<<<<

x==========x]
[2024-11-20 22:07:14,093: INFO: main: >>>>>> stage Data Cleaning stage started  <<<<<<]
[2024-11-20 22:07:14,095: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:07:14,096: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:07:14,098: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:07:14,099: INFO: common: created directory at: artifacts]
[2024-11-20 22:07:14,099: INFO: common: created directory at: artifacts/data_cleaning]
[2024-11-20 22:07:14,124: INFO: data_cleaning: Cleaning the data]
[2024-11-20 22:07:14,124: INFO: data_cleaning: (400, 25)]
[2024-11-20 22:07:14,125: INFO: main: >>>>>> stage Data Cleaning stage completed <<<<<< 

x==========x]
[2024-11-20 22:08:43,454: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-11-20 22:08:43,457: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:08:43,458: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:08:43,461: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:08:43,461: INFO: common: created directory at: artifacts]
[2024-11-20 22:08:43,462: INFO: common: created directory at: artifacts/data_ingestion]
[2024-11-20 22:08:43,471: INFO: data_ingestion: File copied from test/kidney_disease.csv to artifacts/data_ingestion/data.csv]
[2024-11-20 22:08:43,471: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-11-20 22:08:43,472: INFO: main: >>>>>> stage Data Validation stage started <<<<<<]
[2024-11-20 22:08:43,474: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:08:43,475: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:08:43,477: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:08:43,478: INFO: common: created directory at: artifacts]
[2024-11-20 22:08:43,478: INFO: common: created directory at: artifacts/data_validation]
[2024-11-20 22:08:43,497: INFO: main: >>>>>> stage Data Validation stage completed <<<<<<

x==========x]
[2024-11-20 22:08:43,497: INFO: main: >>>>>> stage Data Cleaning stage started  <<<<<<]
[2024-11-20 22:08:43,500: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:08:43,501: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:08:43,503: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:08:43,503: INFO: common: created directory at: artifacts]
[2024-11-20 22:08:43,504: INFO: common: created directory at: artifacts/data_cleaning]
[2024-11-20 22:08:43,528: INFO: data_cleaning: Cleaning the data]
[2024-11-20 22:08:43,528: INFO: data_cleaning: (400, 25)]
[2024-11-20 22:08:43,529: INFO: main: >>>>>> stage Data Cleaning stage completed <<<<<< 

x==========x]
[2024-11-20 22:08:55,397: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:08:55,398: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:08:55,401: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:08:55,402: INFO: common: created directory at: artifacts]
[2024-11-20 22:08:55,404: INFO: common: created directory at: artifacts/data_transformation]
[2024-11-20 22:08:55,445: INFO: 923752688: Data transformation complete]
[2024-11-20 22:08:55,446: INFO: 923752688: Data shape: (400, 25)]
[2024-11-20 22:13:26,286: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-11-20 22:13:26,287: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:13:26,288: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:13:26,291: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:13:26,292: INFO: common: created directory at: artifacts]
[2024-11-20 22:13:26,293: INFO: common: created directory at: artifacts/data_ingestion]
[2024-11-20 22:13:26,293: INFO: data_ingestion: File already exists of size: ~ 47 KB]
[2024-11-20 22:13:26,294: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-11-20 22:13:26,294: INFO: main: >>>>>> stage Data Validation stage started <<<<<<]
[2024-11-20 22:13:26,295: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:13:26,296: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:13:26,298: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:13:26,299: INFO: common: created directory at: artifacts]
[2024-11-20 22:13:26,299: INFO: common: created directory at: artifacts/data_validation]
[2024-11-20 22:13:26,312: INFO: main: >>>>>> stage Data Validation stage completed <<<<<<

x==========x]
[2024-11-20 22:13:26,313: INFO: main: >>>>>> stage Data Cleaning stage started  <<<<<<]
[2024-11-20 22:13:26,315: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:13:26,316: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:13:26,318: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:13:26,318: INFO: common: created directory at: artifacts]
[2024-11-20 22:13:26,319: INFO: common: created directory at: artifacts/data_cleaning]
[2024-11-20 22:13:26,342: INFO: data_cleaning: Cleaning the data]
[2024-11-20 22:13:26,343: INFO: data_cleaning: (400, 25)]
[2024-11-20 22:13:26,343: INFO: main: >>>>>> stage Data Cleaning stage completed <<<<<< 

x==========x]
[2024-11-20 22:13:51,395: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-11-20 22:13:51,397: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:13:51,398: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:13:51,400: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:13:51,400: INFO: common: created directory at: artifacts]
[2024-11-20 22:13:51,401: INFO: common: created directory at: artifacts/data_ingestion]
[2024-11-20 22:13:51,401: INFO: data_ingestion: File already exists of size: ~ 47 KB]
[2024-11-20 22:13:51,402: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-11-20 22:13:51,402: INFO: main: >>>>>> stage Data Validation stage started <<<<<<]
[2024-11-20 22:13:51,404: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:13:51,404: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:13:51,406: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:13:51,407: INFO: common: created directory at: artifacts]
[2024-11-20 22:13:51,407: INFO: common: created directory at: artifacts/data_validation]
[2024-11-20 22:13:51,420: INFO: main: >>>>>> stage Data Validation stage completed <<<<<<

x==========x]
[2024-11-20 22:13:51,421: INFO: main: >>>>>> stage Data Cleaning stage started  <<<<<<]
[2024-11-20 22:13:51,423: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:13:51,424: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:13:51,426: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:13:51,426: INFO: common: created directory at: artifacts]
[2024-11-20 22:13:51,427: INFO: common: created directory at: artifacts/data_cleaning]
[2024-11-20 22:13:51,449: INFO: data_cleaning: Cleaning the data]
[2024-11-20 22:13:51,449: INFO: data_cleaning: (400, 25)]
[2024-11-20 22:13:51,450: INFO: main: >>>>>> stage Data Cleaning stage completed <<<<<< 

x==========x]
[2024-11-20 22:13:51,451: INFO: main: >>>>>> stage Data Transformation stage started <<<<<<]
[2024-11-20 22:13:51,452: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:13:51,453: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:13:51,455: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:13:51,456: INFO: common: created directory at: artifacts]
[2024-11-20 22:13:51,456: INFO: common: created directory at: artifacts/data_transformation]
[2024-11-20 22:13:51,505: INFO: data_transformation: Data transformation complete]
[2024-11-20 22:13:51,505: INFO: data_transformation: Data shape: (400, 25)]
[2024-11-20 22:13:51,505: INFO: main: >>>>>> stage Data Transformation stage completed <<<<<<

x==========x]
[2024-11-20 22:21:50,647: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:21:50,649: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:21:50,652: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:21:50,653: INFO: common: created directory at: artifacts]
[2024-11-20 22:27:46,495: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:27:46,500: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:27:46,502: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:27:46,504: INFO: common: created directory at: artifacts]
[2024-11-20 22:29:30,085: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:29:30,086: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:29:30,089: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:29:30,090: INFO: common: created directory at: artifacts]
[2024-11-20 22:29:40,786: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:29:40,786: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:29:40,793: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:29:40,795: INFO: common: created directory at: artifacts]
[2024-11-20 22:29:40,796: INFO: common: created directory at: artifacts/data_transformation]
[2024-11-20 22:29:40,809: INFO: 3502927181: Splited data into training and test sets]
[2024-11-20 22:29:40,810: INFO: 3502927181: (300, 25)]
[2024-11-20 22:29:40,811: INFO: 3502927181: (100, 25)]
[2024-11-20 22:37:58,150: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:37:58,151: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:37:58,154: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:37:58,155: INFO: common: created directory at: artifacts]
[2024-11-20 22:37:58,156: INFO: common: created directory at: artifacts/data_transformation]
[2024-11-20 22:37:58,167: INFO: 3502927181: Splited data into training and test sets]
[2024-11-20 22:37:58,168: INFO: 3502927181: (300, 25)]
[2024-11-20 22:37:58,169: INFO: 3502927181: (100, 25)]
[2024-11-20 22:39:34,083: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-11-20 22:39:34,084: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-11-20 22:39:34,086: INFO: common: yaml file: params.yaml loaded successfully]
[2024-11-20 22:39:34,089: INFO: common: yaml file: schema.yaml loaded successfully]
[2024-11-20 22:39:34,089: INFO: common: created directory at: artifacts]
[2024-11-20 22:39:34,089: INFO: common: created directory at: artifacts/data_ingestion]
[2024-11-20 22:39:34,090: INFO: data_ingestion: File already exists of size: ~ 47 KB]
[2024-11-20 22:39:34,090: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-11-20 22:39:34,090: INFO: main: >>>>>> stage Data Validation stage started <<<<<<]
